sub_id,content,label
62_Track1,@normareyessolis los dos Jotazos ojalá fueran homosexuales pero son maricas con poder y de closet secreto a voces!,P
63_Track1,Te tengo a un lado y no te lo digo por marica jajaja /:,P
64_Track1,@castillejos_m no seas mamon  no seas localista le vas a rayados y no nos jusgas pinche joto,P
65_Track1,"@CiroGomezL @lopezobrador_ Vean como el presidente electo por 30 millones de ilusionados con un supuesto cambio, no cumple nada de lo que ofrece. Aunque se trate de casos de vida o muerte. Ahora después del niño ahogado @lopezobrador_ reacciona, no por apoyarlo, sino por intentar no ser impopular. Maricon.",P
66_Track1,@abraham_mel ni das nada maricon!!!,P
67_Track1,"@cardonamex @antonio78391na59 Los insultos no son por  informar, son por mal informar, para desprestigiar,  andan pregonando de lo que carecen el que se lleva aguanta y no anda de cobarde ni de chillón cómo marica de ropero viejo No que muy sácale punta hipócrita..",P
68_Track1,@rollercoaster64 @DonVocero @silvanoaureoles @lopezobrador_ pide pruebas y se las llevan y se zurra. Así de maricon es.,P
69_Track1,"por QUÉ NO LE DICEN A ESTA LESBIAna QUE CALLADA SE VERIA MEJOR naDIE LE pIDIO SU pERRA OpINION Y ANTES DE HABLAR QUE SE LAVE EL HOCICO CON AGUA BENDITA LA SEÑORA VERÓNICA CASTRO ES Una GRAN DAMA Y Una GRAN MUJER .
SE TENÍA QUE DECIR Y LO DIJE url",P
70_Track1,"Intensamente y Creed, todo lo demás está de hueva, pretencioso y gay te odio puta chica danesa",P
71_Track1,"Me llamó “muñequito”... pinche joto, ya ni mis tías.",P
72_Track1,"@Tovar3na651838 no había visto tu foto de perfil, AJAJAJAJAJ k gay",P
73_Track1,"Es feo que a esa altura quieran taparle el ojo al macho y seguir de closeteros, neta a los dos se les veía el precio y pues ojalá y el despechado haya mandado a la verga al closetero o bi o quizá solo era culero.",P
74_Track1,De que me sirve tener amigos gays si no me sirven para consejos de moda 🙄 @betunatun_ @dada_88 #badgayfriends,P
75_Track1,@divette10 pose de lencha alfa 🤣,P
76_Track1,"@JesusLopcorCSL @ElCarlosRdz @RamonUz11 Falta y quieras a la gilbertona wey, inche maricon jajajajajaja url",P
77_Track1,@miguela6na853385 dile a ese amigo y tu  k se vayan ala verga de mi parte! tengan huevos de decírmelo en mi cara putos de mierda!!,P
78_Track1,"Me considero un ser de luz!
(pero nunca le rendiré tributo a CFE) bola de jotos !",P
79_Track1,@lalogc4 esa foto de portada que ?? Jajajajajj che transformer feo eww,P
80_Track1,"@ManzanoDante @gilelihu Ese mariconcito todo rayado es el que dice que al presidente lo apaleen? Chales, seguro no sale de antros gay, para después simular heterosexualidad. Sin bronca por lo LGBTTI, comunidad muy respetable, pero desde China y con neblina se le nota lo maricón, lo cobarde y lo alienado",P
81_Track1,"Ser tortillero me hace lesbiana?

Cco
@oliver_mx url",P
82_Track1,Llega un jotito a una taqueria le dice señor taquero meda un taco con chile nooo mejor sin taco y 5 por favor jojojojo 😋,P
83_Track1,Jueguen pinches jotos que para ser campeón le tienes que ganar a todos,P
84_Track1,Los policías y los jotos.,P
85_Track1,"""¡Marica!"", le gritaron, y desde entonces se guardó en un clóset.",P
86_Track1,Haciéndosela de pedo a jotos useless,P
87_Track1,@asfixiada tienes una sobrina lenchita desde chiquita o tenía hambre nada más?,P
88_Track1,porque el marica no lloró igual o peor cuando el Farca lo eliminó el año pasado??? @VozMadridista url,P
89_Track1,@villanuevac Esa es lencha jajajaja,P
90_Track1,los fifas cuando vean a mucho joto en el estadio del superbowl para ver a Rihanna url,P
91_Track1,"@Sirena_Rock la cita no es ni marica ni de adolorido es una ""Obra Maestra"" :) jajajaja y ya sh.",P
92_Track1,nada más peligroso que un joto con Autoestima demasiado alto!,P
93_Track1,"Nombres de puñal:
Leonardo 
Emmanuel 
Sergio
Omar
Saúl
Eric
Eduardo
Rodrigo
Jorge

Ese es todo el tuit gracias por su atención",P
94_Track1,Típico que van a jugar gotcha y se cubren como con 10 chalecos de kevlar los muy homosexuales.,P
95_Track1,"@michohansen @Odin_Dupeyron ""Está muy gay tu ""Lago de@los Cisnes"", Tchaikovski, ¿no tienes algo más hetero por ahí?"" 🧐",P
96_Track1,No cabe duda que yo me visto medio vato y el se viste super gay😂😂😂😂,P
97_Track1,"Lo siento, soy muy marica para el dolor )':",P
98_Track1,Como me ultra cagan las comadres (chavo gay y amiga gorda) que vienen al gym a hacerse pENDEJAS!!!!!! nadamas ocupan aparatos y pesas a lo estúpido porque nisiquiera hacen bien el ejercicio y se la pasan hable y hable. Y se ponen solitos sus ejercicios hdsptm,P
99_Track1,La marica loca quiere bailar,P
100_Track1,"A moco tendido con la peli de ""Votos de amor"" 😭
Así o más marica? 🙄",P
101_Track1,@mauritrevino_ pinche joto,P
102_Track1,"—profe ¿Qué es la homofobia?
—Cállese maricón. 
—Oiga profe, respete a mi compañero
—Uy, llegó su novio a defenderlo. BESO!! BESO!! BESO!!",P
103_Track1,Con Argentina se chingan pinches holandeses maricones hijos de su pTM!!!!,P
104_Track1,@neymarjr tiene que jugar en liga de Maricas!,P
105_Track1,@Santiagodelacm puñal,P
106_Track1,"LeBron es una diva, todo reclama, ojalá hubiera jugado contra los pistons o Knicks para que viera que es madriza.

Mariquita el ""rey""",P
107_Track1,Neta me tuve que hacer un spoiler pa que todo resultara súper gay 🙄,P
108_Track1,@agh_bo @Adal_gvc No lloren jotos,P
109_Track1,"#GanóDelMazo es NETA!? JAJAJAJAJA pATÉTICOS pRIISTAS DE MIERDA NO VA A GAnaR ESA JOTA DE CLOSET!
#NoMaspRI",P
110_Track1,"—Le aplicaremos una prueba de alcoholímetro, ¿Ha bebido hoy?
—Una capuchino moca y un Nestea frío.
—Ok, la multa es de $na,800 por maricón.",P
111_Track1,"pinche notó maricon, vente hacer lío a otro lado 😂",P
112_Track1,"@TenochHuerta @versionextend Y lo merecen, o solo es darle un premio a alguien por ser ""gay, Moreno o Negro, madre soltera o con alguna discapacidad""? 🤔",P
113_Track1,"@pajaropolitico @NewsweekEspanol QUE CHINGUE A SU MADRE ELLO, pORQUE ES JOTO, Y SU MADRIna EL ORATE RT",P
114_Track1,"""Dejen de tuitear sobre el partido, ya empezó Gaim Of trons""

- Un pendejo mariquita.",P
115_Track1,"@psaramanuelana @palopalitom Visaje el suyo marica, ya sé ve peor que ya sabemos quien ...",P
116_Track1,"@ayElJuann Jajajajaja puto descarado, borracho y maña influencia 😂 (de nuevo porque lo escribí mal ggggg)",P
117_Track1,@revistaproceso pinche joto!,P
118_Track1,Ahora todos piensan que soy lencha 😟😟,P
119_Track1,"Ya mejor me duermo, no vaya a ser que se me incentive el instinto suicida/darks/marica.",P
120_Track1,"primero agarro e idiotizó a los jotos, ahora va con las feministas. Esta hija de puta será una delincuente pero saber llegar al mercado. url",P
121_Track1,"@Ala1once_na9 @Nora_Ruvalcaba @RoyCampos @pGR_mx @TwitterSu00ort @RickDjMx @emarthaaide @ileana_Mex @sofimenem @CarlosTorresF_ @ManuelVegaCln @carmen_olvera @ysenger @MagdaGraciasFCH @AmyCena No manches.

Eso es de maricones.

Tirar a alguien de una silla de ruedas es no tener madre.

pero a qué no lo hacen en un mitin, porque les va como al Ruso ese que madr
earon por prepotente",P
122_Track1,"""@JBDzul: @bbakiut @gerarddelrivero  oye pitayo no seras joto 😁""//si quieres te demuestro que no soy joto",P
123_Track1,Ttu te estas tirando a ese trol bizco y sifilitico y yo soy la loca jajajajjajajaj,P
124_Track1,@Tamedamus @atlasfc Las mariquitas les dicen ahora!!!,P
125_Track1,"@Stevenneira La triste retórica de las personas homosexuales victimizándose. Como bien dice Steven, ni son de otra especie ni se les ha negado nunca algún derecho. pero se quieren adjudicar pseudoderechos en contra del bien y sentido común.",P
126_Track1,@hdzcontreras no sea joto capi,P
127_Track1,@_MichelleSamano El niño parece doña cincuentona lesbiana del sur.,P
128_Track1,@Brendaplancarte Jajajajajaja puto wilo,P
129_Track1,Respondiendo a la pregunta: solo deja de sacarte la ceja y de hacer duckface pinche marica de mierda. url,P
130_Track1,"Muero de risa cuando platico con un tipo que dice ser bisexual, activo súper discreto, pero jamás ha tenido novia y sus ex son pura jota 😂😂😂",P
131_Track1,"Me cambiaste por una gorda, mísera, machorra y culera. 🖕🏻😎 url",P
132_Track1,@CarlosLoret par de maricones,P
133_Track1,¡Queeeeeee pinches tigres maricones!,P
134_Track1,"@lopezdoriga Maldito maricon , vergüenza de la naturaleza humana",P
135_Track1,Tener todos los álbumes de Justin en iTunes no me convierte en gay verdad?,P
136_Track1,"Cc que Jotos los hombres que usan ""Cc""",P
137_Track1,@OficialFrenaaa en vez de sumar dividen al país de un pendejo como su líder esquizofrénico y puto por k anda con sus pinches guaruras pero el día que te vea te parto tu madre cabrón y búscame tu solito puto,P
138_Track1,"@LuisDV15 jajajaja también por maricón, jajaja alv es cierto ¿no te dolió? Es una mezcla de lo mejor del Barca y el Madrid sin Messi y CR :(",P
139_Track1,@Aztecapuebla tienen que prudrirse en l carsel x estafador y corrupto pinche mariquita,P
140_Track1,"Yo solo vine a gritarle ""puto"" al portero del León, como la damita que url 😌🤘🏼",P
141_Track1,"@prettyi1unkna7 entonces sí, no seas mariquita.  #YOLO",P
142_Track1,9 puñales viéndose fijamente. url,P
143_Track1,pepe es joto✊,P
144_Track1,Toño es joto,P
145_Track1,@GeraLetipichia7 Huele a marica,P
146_Track1,"@Alejand53455108 @philpage30 @ChumelTorres Ahí lo dice claramente, aparte de joto,mitomano? url",P
147_Track1,La partida de skywars que me ha hecho enojar mas que ninguna otra ven para ak marica url,P
148_Track1,porque eres tan pinche mandilon joto,P
149_Track1,@alexsuarez_na3 Da tu tanda maricon,P
150_Track1,@iamfernandabec Oi nomas! En mariquita escandalosa,P
151_Track1,Traguese bien la verga o lo madreo puñal url,P
152_Track1,"El mismo concepto, si un travesti puede cambiar de género, entonces él tiene el derecho de cambiar de edad url",P
153_Track1,@JoseHinna7 no andes de llorón joto,P
154_Track1,"- Algo peor que un Americanista Maricón???😉
- Un Tigre que se cree grande!!!

Jajajajaja",P
155_Track1,@charlsjav pinches jotos,P
156_Track1,Entiendan féminas BONITOS los putos !!!,P
157_Track1,@wulfrano pute compañurl,P
158_Track1,@RicardopDna1 Eres marica,P
159_Track1,@fernandeznorona por mi arráncatela viejo joto,P
160_Track1,@albertochavezv #MarchaHeterosexual putas para todos y trato especial para los que todavía están indesisos y se queden en el camino machin,P
161_Track1,@RubenCharvel El maricón es el tal chineo!,P
162_Track1,Me toco un gay en Uber☹️,P
163_Track1,@Reporte_Indigo Cuando los hombres den a luz en una sociedad pervertida y degenerada dominada por transgéneros sí.,P
164_Track1,Que maricas se ven los Corazones en cada #Tweet !,P
165_Track1,Esos gays apenas no les puedes decir algo y ya piensan que quieres sexo Jajajaja 😂,P
166_Track1,"El Waze es para mariquitas, un verdadero macho alfa lomo plateado barba cerrada nalga torneada, se mete por donde su instinto animal le dice",P
167_Track1,@justinbieber pinchi maricon me la chupas,P
168_Track1,Ser valiente ponga #Foto y no Sea #Maricon  yo tengo mi foto @MarceTyS aunque también algo tapada pero me pongo con ud 🐜 url,P
169_Track1,Como son bien maricas y se duermen temprano. 😔,P
170_Track1,@silver_rwolf @CarlosQ049na9914 @jjsc30 No le hagas caso a esos gays reprimidos amistad mientras yo sepa ke es mayor de edad basta y tengo pruebas además nadie le pidió ke viera mis fotos. Mejor ke se ponga a trabajar viejo senil solo roba el oxígeno a los demás 😂,P
171_Track1,"¿por qué hay tantos homosexuales y lenchas en la carrera de QFB, aquí en la UAM? ¡¿pINCHES pOR QUÉ?! 😵",P
172_Track1,@5nalindaG Si🌚 me gusta la pelea. Jijiji vamos a darnos en la madre mariquita,P
173_Track1,@A_Yuls  haha los maricones ya no jugaron XD,P
174_Track1,Y ahora todas las jotitas nuevas van a vomitar de elogios a la Gaga. Sorry pero no es Jessica Lange #GoldenGlobes,P
175_Track1,"Ser un maniaco depresivo no es tarea fácil, hay quien piensa que se trata solo de andar chillando con películas de perritos perdidos y la verdad va mas allá de ser un gordo marica.",P
176_Track1,@rturrent @HellDevice @SergioSarmiento Que inmoral es este joto,P
177_Track1,@keevii08 Amor yo t doy besitos para q ya no chilles q maricon eres babe,P
178_Track1,"Esos que le cargan la bolsa a sus mujeres, también mean sentados?

pinches jotos",P
179_Track1,Maldito marica envidioso. Deja de criticar. &gt;.&lt;,P
180_Track1,"@vikh666 estuvo (se escuchará medio joto, pero es la verdad) re bien bonito.",P
181_Track1,"Típico no le contestas un DM y dejan de seguirte, que mariquita ✊",P
182_Track1,"En este establecimiento no se discrimina aunque sean prietos, gordas, jotos, nacas, pobres, ñoños, putas, licenciados, etc. primero la paz.",P
183_Track1,"-¿Me da un 1na de Tecate light?
-¿No quiere unos tacones también, pinche marica?",P
184_Track1,Tenia que ser su hermano jajaja igual de pinches jotos los dos😂😂😂,P
185_Track1,"Una de las cosas más vale verga y jotas del mundo es decirle #tipa a una mujer. Mejor dile #puta, suena menos mal. Si lo haces, homie: url",P
186_Track1,"¿A dónde te vas a ir de vacaciones?
-Nueva York
-Las Vegas
-parís
-Londres.
Todas las jotas clichés que no se saben otros destinos.",P
187_Track1,"Mariquitas, Mariquitas, como niñas siempre gritan. url",P
188_Track1,@xneritax bien que te gustaba el pequeño marica :p,P
189_Track1,@Maxi_Hp @frankymostro no manches ese es un transformer,P
190_Track1,"Soy el más #marica cuando veo una #cucaracha !!!! 😖

#asca
#diug",P
191_Track1,"¿Qué pedo, putos? ¿Quién les infló tanto el ego, qué les da el valor o quién les hizo tanto daño?",P
192_Track1,"@LaSantiagoo Jajaja pos no lo tengo, mariquita. Te llamaría para decirte ""gay"" o algo así, después colgaría.",P
193_Track1,"@Mariana_car05 Soy llorar joto, nomás los débiles lloran!",P
194_Track1,¿Qué onda con las amigas de mi hermana que tienen 13 años y dicen que son bisexuales? O seaaaa,P
195_Track1,Ay! Que pinche marica me saliste.,P
196_Track1,"@edgaromarel @SoyDo1arty @XoloElvis @Claudiashein @lopezobrador_ Aparte de joto con delirio de persecución, si te fuera a secuestrar van en comiendo y camionetas no en un taxi acompañado de una niña. Chairo estupido.",P
197_Track1,Un putito así url,P
198_Track1,@MaricelaArnaiz @_Bisou_Caramel_ No soy puñal.,P
199_Track1,"Yo y mi súper poder de tener a puro fan, JOTO! QUE HORROR",P
200_Track1,"Hasta eso los hombres gays como que son mas estéticos y refinados, las lesbianas machines no url ya, saludos a la comunidad LGBT.",P
201_Track1,pUTOS TODOOOOS,P
202_Track1,La gente ya quiere que todo sea joto jaja se maman.,P
203_Track1,"Si se dan cuenta que le están subiendo el ego a un joto tapado, VERDAD?",P
204_Track1,@nachoRgz @ChumelTorres @LuisitoComunica Son puñales y se pintan las uñas. para no decir que les tienen miedo a los verdaderos informadores.,P
205_Track1,"@fernandaO17 @SergioEsquerra @marvinfiscal @LCoanaBe No te preocupes yo no atiendo gays ni lesbianas, es muy conocido que no simpatizo con esa comunidad y prefiero no atender asuntos ni tener ese tipo de clientes, exponiendo a mis colegas o a mi a ser ""chuleados"" por personas que no saben respetar al otro.
Buenos días.",P
206_Track1,Ustedes no quieren a nadie. No se hagan jotos. porque cuando les llega alguien. Ahí están cargándola!!!,P
207_Track1,"Vamos pecho frío, no alcanzan las palabras, donde está la grandeza que presumes como hinchada? @Rayados vergüenza nacional maricones!",P
208_Track1,Yo url puto el primero que se contagie del coronavirus! 🤣🤦‍♂️🤒,P
209_Track1,"@CapiSpeaking travesti  es un vato con vestido, transexual vato con chichis, transgénero, vato sin pilin",P
210_Track1,Rarito negro idiota,P
211_Track1,@EDER_INFO7 @CFCorrecaminos @EstadioMRG Que pinches maricones!!,P
212_Track1,Esta Brucita también es mariquita! 💃🏼,P
213_Track1,"Muy buenos y triunfadores de clásicos y excelente inicio de semana tengan todos ustedes, menos a los que se quejan a DDHH, a esos no por maricas y LyLurl",P
214_Track1,"puto el que me de unfollow, ahora que deje tw.
FAV.",P
215_Track1,No mms pinche @neymarjr marica que te pico una hormiga o que,P
216_Track1,Algún día me voy a casar con puerto partida (Soy un marica digo soy un cobarde),P
217_Track1,@Elpulpomo @EVIDEGARAY @jrsestaca y le va a regalar un tradicional chorizouw a su hermano Marica,P
218_Track1,"""@AlmaCulera: Los hombres dicen ""sólo fue sexo"" para no verse tan maricas.

Las mujeres dicen ""fue por amor"" para no verse tan putas.""",P
219_Track1,"¿No también hay que respetar el hecho de alguien repudie a homosexuales/afroamericanos/etc? Digo, hay quien gusta de vivir odiando cosas.",P
220_Track1,@swisingley Díselo a el transgénero que ganó miss España,P
221_Track1,Que trapeada le dieron a la mojarra lesbiana 😂 url,P
222_Track1,"@Caarloosgzz Quibole puto, eee peda el fin sbs tqm bye",P
223_Track1,JAJAJAJAJA k marica que me bloqueas por wa @esteban_gv97 no aguantas nada😂😂😂😂😂,P
224_Track1,#MARICA en otras palabras url,P
225_Track1,"Estos maricas le echan mix de michelada a sus cervezas. Bueno, comprando pura cerveza culera, ha de ser normal.",P
226_Track1,@_RomiRodriguez jajaja marica? De verdad crees que soy marica? Jajaja,P
227_Track1,Yo le hacia el cambio de sexo gratis a #Daniel por maldito joto cobarde #YoNoCreoEnLosHombres,P
228_Track1,Los vatos sacan el lado marica y las morras el lado sharmuta,P
229_Track1,"Hay que promover una ley contra la propaganda homosexual, que condene la difusión de cualquier tipo de promoción de la homosexualidad dirigida a menores de edad con multas y penas de cárcel. url",P
230_Track1,Había conocido gays y a ti 🤢.,P
231_Track1,Qué fuerte #Epn ya olías a #putito url,P
232_Track1,@elmorfeus por eso luego salen jotos y travestís los chamacos!!,P
233_Track1,MARICA! ✊👊,P
234_Track1,Tengo gustos bien maricas.,P
235_Track1,"@soymaestramiel Me escriben vieja gacha indios pata rajadas y lesbiana vieja loca, comes pollito muerta de hambre en Youtube",P
236_Track1,@jesusEsc11 Callate joto,P
237_Track1,"Your score : 67.101, Try again! I think you can do it well! url

Los reto pinches puñales: @samuelpi_ @markcups @santa_nero 
Saque 67, no sean tramposos y contesten que sacaron a la primera.",P
238_Track1,Cervezas light??? Jotos tenían que ser!! 🙄🙄🙄 es lo que hay! @ Embarcadero Nuevo de nativitas url,P
239_Track1,@ClonMil Quédate con tu Vieja 😜😜😜 pinche viejo joto😃😃 url,P
240_Track1,Los maricos que se sienten orgullosos de ser heteronormados y que desprecian a los afeminados son de la misma calaña que los negros que no salen con negros más oscuros porque los creen inferiores.,P
241_Track1,Veracru tierra de mayates y de hermosas mujeres url,P
242_Track1,"Alguien recuerda cuando salió Justin Bieber con su sencillo ""Baby"" y todos pensamos ""que bueno que le den la oportunidad a una lesbiana""???",P
243_Track1,puto el que lo lea :v,P
244_Track1,pinche morro meco traes un Mazda y te estacionas en doble espacio para que no te lo rayen 😂 ni que fuera Ferrari joto,P
245_Track1,por puto url,P
246_Track1,Federer mierda tanto esfuerzo para jugar como marica el Tie Break!! :(,P
247_Track1,Qp con esa loca lesbiana🌚😳,P
248_Track1,¿Cómo qué hay mujeres trans lesbianas? ¿para que se hizo trans si va a ser lesbiana? No tiene lógica.,P
249_Track1,Les jurooooo que no queríamos bailar tan joto 😂😂😂😂😂😂😈 @danieltvherrera @arturomapache… url,P
250_Track1,"Mi panda de Oro con el miembro de fuera. Lo quiero mucho, vaya cagada de Fox Sports rompiendo el tridente mágico para meter con calzador en las narraciones a la machorra.",P
251_Track1,Si ya sabemos que te pones en cuatro por una chela y aquí vienes a tuitear que te haces la difícil. Jota ridícula.,P
252_Track1,@SergioSarmiento @fernandeznorona Entre más viejo mas pendejo y más maricon Norona.,P
253_Track1,Si quieren que tome su opinión en cuenta procuren no ser unas locas que andan enseñando las nalgas en redes sociales. ¿Ven por qué la gente nadie respeta a la comunidad LGBT? porque se comportan como unas prostitutas sacadas de Sodoma y Gomorra.,P
254_Track1,@CarlosLoret @EpN @realDonaldTrump @lopezobrador_ De todos modos nadie te cree !!! Solo sabemos que eres un periodista amarillista y homosexual !!!!!,P
255_Track1,MARIQUITA SIN CALZONES ! url,P
256_Track1,@Valerebena0 Ojalá ese puñal ya no pueda ir a USA,P
257_Track1,"@acelerinoDJ bloody mary?!! pide una cerveza eso esta muy de tremendo marica ,considero",P
258_Track1,@Dbacks ESTAN pARA LLORAR LES DEBERÍA DAR VERGÜENZA BARRIDOS pOR LOS @nationals si no tienen ganas de jugar dedíquense a otra cosa juegan como unas mariquitas 🤬🐀🤮,P
259_Track1,Como cuando te maquillas un chingo para dejar de verte como una mujer fea y entonces te ves como un travesti feo. url,P
260_Track1,Creí que era Anahí pero sólo resultó ser un trans. url,P
261_Track1,"@LiLHeathenMMA pinche joto maricon, decepcionante tu participación, jamás pagaría por verte nuevamente en el octágono",P
262_Track1,@VILLALVAZO13 @reforma_nanana Ahhhhh pero sus homosexuales pregonando su “Love” por todo el mundo. Son iguales de locos que todos. O hasta peores.,P
263_Track1,"@estarc6na @SCJN queeee!No puede ser! no me sorprende, después de los homosexuales, siguen cosas peores.Al rato va ser legal los pederastas😱",P
264_Track1,@Olbaid666 @Cristiano Esta medio gay tu pregunta jajaja pero si el cabello largo viene de moda dale micky,P
265_Track1,Me tienes envidia maricón!!,P
266_Track1,@AndrewsGamez jajaja no seas joto,P
267_Track1,@Danielpolinana1 marica,P
268_Track1,"Alguien es bien nena, mariquita y flojo y además no quiere aceptarlo.",P
